id,text,gemma4,maverick,consensus,n_models,n_agree,unanimous,flag
A00413-05,issue eviction mortgage construction development vacancy for need shelters construction shelters policy permits support gentrification for property vacancy will rent support gentrification believe and city zoning not property homeless in concern neighborhood that support eviction issue the concern shelters development rent tenants and property more vacancy vacancy should neighborhood landlords rent for tenants we affordable people affordable and mortgage mortgage zoning must will eviction eviction permits affordable very a in zoning affordable public should the permits property landlords mortgage believe that neighborhood mortgage issue our the not.,oppose,favor,favor,2,1,FALSE,TRUE
A00422-02,issue government eviction development government zoning construction city homeless eviction gentrification we rent shelters shelters zoning construction mortgage eviction policy tenants tenants affordable community zoning shelters mortgage less rent a landlords government affordable community rent rent landlords in to landlords development shelters affordable must for eviction oppose rent not mortgage zoning rent affordable construction development vacancy landlords development to affordable community mortgage affordable that issue of people tenants people believe policy tenants gentrification government community rent landlords landlords is must construction development zoning should mortgage mortgage policy not shelters zoning construction tenants should in and construction should eviction more rent gentrification issue property development should.,oppose,favor,favor,2,1,FALSE,TRUE
A00422-06,exports tariffs exports jobs wages less is taxes is city issue exports tariffs should budget less subsidies in should think public need that market manufacturing subsidies support exports subsidies inflation public investment our policy taxes recession wages more workers subsidies wages the trade jobs budget workers employment inflation of government budget to very investment very in recession is deficit policy growth.,favor,irrelevant,favor,2,1,FALSE,TRUE
A00462-03,tenants very neighborhood of government gentrification concern development development landlords neighborhood believe government permits landlords in less development concern city vacancy construction vacancy construction the rent affordable concern shelters rent tenants rent believe shelters homeless neighborhood rent construction property support less property affordable permits tenants development and development oppose public should landlords less think to a neighborhood government eviction development mortgage vacancy affordable public that eviction development neighborhood zoning affordable landlords property rent affordable to rent zoning government of property tenants permits property development should in mortgage landlords affordable gentrification people that zoning that development affordable public affordable mortgage affordable rent shelters rent zoning eviction property mortgage gentrification homeless and construction the permits tenants council shelters city.,oppose,neutral,neutral,2,1,FALSE,TRUE
A00490-04,development to landlords need we oppose support vacancy is zoning believe eviction mortgage eviction our tenants less mortgage need need homeless property mortgage landlords need landlords permits tenants policy development tenants mortgage rent a permits public a property gentrification eviction our permits tenants permits gentrification homeless a in community rent property zoning community issue property will landlords government gentrification tenants rent tenants property should gentrification public will neighborhood rent think homeless support oppose neighborhood permits rent homeless for zoning rent development we community homeless shelters less vacancy concern zoning oppose concern development tenants neighborhood in eviction issue affordable oppose development property landlords issue construction vacancy city believe the tenants vacancy is mortgage in development gentrification.,irrelevant,favor,favor,2,1,FALSE,TRUE
A00494-03,property community city neighborhood we tenants people property zoning neighborhood rent gentrification more vacancy very mortgage affordable landlords development tenants zoning affordable zoning landlords landlords the tenants construction mortgage our permits gentrification affordable not more issue vacancy must development property neighborhood our homeless city tenants landlords a the tenants zoning neighborhood affordable shelters rent tenants eviction tenants need public will landlords construction property shelters construction vacancy community that landlords we vacancy shelters believe policy.,favor,neutral,favor,2,1,FALSE,TRUE
A00495-06,gentrification concern our development concern need property tenants need to homeless very shelters vacancy that homeless affordable eviction tenants property shelters must is zoning shelters shelters permits issue neighborhood less will neighborhood construction vacancy we affordable rent development landlords zoning gentrification zoning zoning rent development gentrification rent vacancy tenants more eviction eviction a rent shelters neighborhood shelters community vacancy construction tenants zoning tenants more construction mortgage affordable city vacancy neighborhood of affordable more construction development must should of property homeless permits gentrification mortgage that permits less for shelters of shelters gentrification the construction the should eviction issue neighborhood shelters tenants is less construction gentrification.,neutral,irrelevant,irrelevant,2,1,FALSE,TRUE
A00548-03,libraries to think graduation students and policy literacy funding testing universities universities to tuition tuition we libraries tutoring of literacy libraries city less the enrollment literacy tuition people funding the in our teachers more schools teachers issue curriculum curriculum scholarships need is think issue testing students tutoring believe oppose curriculum classrooms.,neutral,favor,favor,2,1,FALSE,TRUE
A00575-03,affordable mortgage shelters not not will construction that need gentrification must think property gentrification tenants homeless support eviction eviction vacancy need mortgage mortgage policy will eviction neighborhood tenants zoning neighborhood very mortgage property affordable issue zoning gentrification support should landlords more very very mortgage more permits eviction policy.,favor,neutral,favor,2,1,FALSE,TRUE
A00575-04,issue think neighborhood vacancy oppose eviction landlords affordable permits shelters believe mortgage to in less affordable council mortgage in eviction homeless property homeless zoning landlords tenants eviction shelters landlords must council permits of to zoning landlords need landlords mortgage rent shelters property neighborhood permits development zoning support for that must rent development city people vacancy community we and vacancy development shelters of public affordable zoning gentrification neighborhood development will gentrification affordable development neighborhood we city construction homeless very construction tenants development eviction shelters issue property rent community is vacancy construction we development community in rent neighborhood not is we.,favor,oppose,favor,2,1,FALSE,TRUE
A00575-05,graduation more enrollment graduation concern graduation in community of funding very funding community literacy funding people oppose schools less tutoring enrollment of of funding issue the that graduation tutoring scholarships libraries believe tuition tutoring enrollment schools students should curriculum concern that tutoring tuition graduation a policy schools scholarships not scholarships training council of more tuition believe tuition teachers training libraries schools schools teachers libraries believe think classrooms universities testing issue classrooms a concern universities universities schools our testing funding classrooms testing classrooms need tutoring support schools training in schools training classrooms scholarships enrollment universities classrooms curriculum the universities students.,neutral,oppose,neutral,2,1,FALSE,TRUE
A00575-06,zoning rent oppose tenants mortgage will tenants development landlords tenants neighborhood tenants government oppose permits that vacancy tenants our gentrification policy less mortgage in is oppose property we concern eviction gentrification vacancy development shelters issue homeless to believe will homeless to community homeless think community we support think property for must mortgage neighborhood landlords eviction rent a city vacancy community will think not support vacancy landlords more gentrification construction to vacancy should we property less property homeless mortgage for not concern rent rent vacancy construction eviction affordable people believe homeless of community development affordable neighborhood government gentrification neighborhood a mortgage a landlords policy public community mortgage believe development very tenants policy very think zoning.,oppose,irrelevant,irrelevant,2,1,FALSE,TRUE
A00575-07,council schools public teachers for graduation tuition training schools curriculum graduation in curriculum universities funding enrollment teachers people policy universities to our libraries government of is tuition testing teachers must universities enrollment policy our enrollment universities funding that enrollment enrollment testing universities issue students for curriculum students training universities schools that funding issue concern tutoring tutoring literacy enrollment in schools the enrollment scholarships libraries think graduation to curriculum universities the concern classrooms for.,favor,oppose,favor,2,1,FALSE,TRUE
A00581-01,threat not border police patrol terrorism terrorism intelligence terrorism emergency weapons for emergency emergency public police we our oppose terrorism safety terrorism border courts defense that violence we believe border border in will defense think police protection border terrorism gangs emergency less will government protection public oppose threat violence crime defense enforcement government violence of oppose safety defense our enforcement concern oppose more less intelligence surveillance intelligence crime we violence and for crime think terrorism threat protection crime believe police patrol a patrol to must intelligence border threat weapons surveillance violence safety enforcement is police city council threat city protection defense for police community violence violence courts patrol border military protection courts not weapons oppose government.,neutral,oppose,neutral,2,1,FALSE,TRUE
A00598-02,council workers council public investment we industry subsidies council employment our tariffs growth tariffs wages manufacturing public people employment tariffs trade budget employment tariffs should in not more recession investment tariffs think taxes investment of tariffs less budget for industry our manufacturing investment we wages industry wages market inflation manufacturing jobs inflation exports more inflation should believe not workers wages workers of believe will budget jobs jobs inflation.,oppose,irrelevant,irrelevant,2,1,FALSE,TRUE
A00598-03,a rent believe that eviction eviction council eviction mortgage concern permits eviction property zoning development affordable development council construction construction rent shelters zoning zoning vacancy zoning permits is affordable eviction council city eviction a we tenants rent rent mortgage concern mortgage need vacancy of will affordable zoning development affordable landlords shelters rent property vacancy homeless and property gentrification concern issue zoning will affordable to more zoning government construction and gentrification permits neighborhood vacancy zoning rent our we mortgage to homeless neighborhood development zoning zoning we shelters we mortgage policy tenants.,oppose,neutral,neutral,2,1,FALSE,TRUE
A00610-03,tenants less gentrification eviction zoning affordable mortgage city mortgage mortgage shelters property neighborhood affordable construction community zoning development eviction affordable rent need gentrification that construction homeless neighborhood gentrification that oppose will a in community for and gentrification public vacancy shelters homeless that development more for affordable eviction eviction the a affordable rent zoning landlords should a property neighborhood eviction oppose of community vacancy zoning concern mortgage concern to we affordable neighborhood is vacancy shelters not affordable think vacancy eviction mortgage property homeless.,irrelevant,oppose,irrelevant,2,1,FALSE,TRUE
A00610-05,shelters in homeless property property mortgage should vacancy eviction tenants gentrification shelters our neighborhood affordable people development must eviction gentrification city city neighborhood zoning government government neighborhood gentrification more development we rent construction zoning development gentrification vacancy must think zoning neighborhood eviction and property community gentrification to should council permits very believe permits development shelters eviction think affordable in must a mortgage tenants concern public construction our zoning landlords mortgage gentrification mortgage will landlords neighborhood development and in support development tenants mortgage zoning development of issue the rent affordable to mortgage affordable construction policy vacancy tenants.,oppose,favor,favor,2,1,FALSE,TRUE
A00610-07,we think will mortgage should issue not community landlords neighborhood zoning construction homeless mortgage homeless eviction permits property shelters of support neighborhood affordable eviction permits must less property for neighborhood permits zoning eviction more public shelters city affordable homeless zoning oppose very affordable vacancy construction more shelters rent homeless construction neighborhood vacancy homeless shelters property that is landlords policy community affordable neighborhood construction gentrification permits homeless development will vacancy homeless shelters construction oppose zoning government rent will permits neighborhood eviction rent property gentrification gentrification oppose people vacancy and gentrification concern tenants our concern support permits vacancy oppose affordable development vacancy homeless landlords neighborhood development development issue affordable development.,irrelevant,neutral,irrelevant,2,1,FALSE,TRUE
A00626-01,forests conservation drought oppose pollution warming recycling wetlands more warming concern rivers for wildlife that recycling cleanup cleanup should conservation cleanup emissions solar flooding habitat pesticides for renewable is is pesticides warming should renewable recycling emissions of flooding government forests pesticides solar pollution in climate recycling conservation city wildlife pesticides should should pesticides policy pesticides think a forests drought think think oppose conservation believe drought and a emissions wetlands government recycling forests solar wildlife people people a will emissions for council city city.,favor,oppose,favor,2,1,FALSE,TRUE
A00639-04,eviction community issue people government we shelters affordable homeless homeless homeless of not permits shelters permits landlords neighborhood people permits and oppose and concern of vacancy council the rent to believe construction gentrification homeless city eviction homeless vacancy property government to.,oppose,neutral,neutral,2,1,FALSE,TRUE
A00639-06,violence that patrol courts defense people our intelligence border less violence must in courts is violence for safety intelligence surveillance we defense protection threat crime policy terrorism safety public emergency government terrorism oppose will threat believe concern surveillance border a people police military must we patrol policy courts crime we for violence less.,favor,neutral,favor,2,1,FALSE,TRUE
A00639-07,a defense very violence public very threat terrorism patrol a intelligence must intelligence violence border weapons should concern terrorism violence patrol border weapons gangs gangs our protection defense patrol city protection threat more for gangs intelligence enforcement to military that weapons not border policy must not to military patrol emergency military the courts council in threat is courts we safety police crime city the police border very is need in should police military enforcement crime will crime courts terrorism intelligence believe gangs.,neutral,oppose,neutral,2,1,FALSE,TRUE
A00639-08,people crime surveillance crime border a intelligence terrorism emergency weapons military courts think the in police threat weapons we border surveillance a police intelligence defense support surveillance enforcement must very violence very concern weapons believe support safety need and threat crime oppose support city emergency border military intelligence for less protection violence think surveillance less violence defense crime crime gangs defense and crime a.,neutral,oppose,neutral,2,1,FALSE,TRUE
A00654-01,for will should vacancy will not and property government city less people property development government very mortgage people affordable mortgage eviction government vacancy construction tenants and development of vacancy mortgage a to concern construction vacancy issue landlords zoning is issue mortgage landlords tenants property vacancy landlords affordable and mortgage landlords zoning not believe government policy eviction shelters very council landlords vacancy shelters in mortgage should public affordable eviction zoning property council the landlords tenants homeless concern zoning rent need gentrification affordable neighborhood vacancy government.,oppose,favor,favor,2,1,FALSE,TRUE
A00663-05,believe landlords believe homeless vacancy tenants property we shelters need vacancy rent property we think zoning gentrification construction vacancy gentrification public tenants city tenants shelters mortgage landlords vacancy council property property in neighborhood rent neighborhood property construction eviction believe very gentrification permits a is tenants landlords should homeless that we zoning zoning concern the oppose issue of not development rent to policy rent rent must concern homeless not a zoning and rent our permits neighborhood mortgage mortgage permits homeless affordable vacancy tenants is very development gentrification policy affordable.,neutral,favor,favor,2,1,FALSE,TRUE
A00663-07,affordable mortgage people issue zoning permits rent zoning will government tenants construction zoning zoning in development permits zoning construction public landlords landlords in and concern council landlords mortgage neighborhood eviction government will homeless less and think need neighborhood construction property think government neighborhood eviction that property council tenants of zoning rent construction people tenants think affordable council need landlords believe community our construction in tenants.,oppose,favor,favor,2,1,FALSE,TRUE
A00675-03,the that that should rent development must tenants to shelters tenants in shelters people think rent permits shelters not council landlords concern for construction gentrification to concern development affordable construction vacancy homeless to the tenants vacancy vacancy mortgage gentrification more homeless that rent tenants neighborhood neighborhood neighborhood should affordable zoning public landlords affordable neighborhood mortgage of people homeless permits affordable tenants neighborhood rent community government eviction city that affordable mortgage city zoning mortgage shelters eviction shelters tenants landlords homeless very vacancy oppose city shelters eviction should in not very shelters development eviction council believe mortgage zoning think a.,favor,irrelevant,favor,2,1,FALSE,TRUE
A00675-05,landlords need shelters need for affordable for think shelters in rent zoning zoning should we gentrification gentrification gentrification zoning will shelters think neighborhood need council tenants is in permits less eviction permits affordable permits shelters is government that zoning landlords construction landlords less in vacancy rent shelters shelters landlords public development need development policy construction shelters city public zoning support of rent in not in of mortgage eviction neighborhood shelters shelters people mortgage neighborhood property permits tenants permits concern permits must rent homeless development issue will property affordable property mortgage rent public affordable homeless eviction construction will development mortgage construction should mortgage public mortgage council.,neutral,irrelevant,irrelevant,2,1,FALSE,TRUE
A00680-06,immunization sanitation care city a government screening council epidemic believe is nurses in treatment prevention clinic should believe immunization less screening to immunization sanitation epidemic epidemic city patients believe insurance and for screening prevention disease issue public oppose care city treatment public mortality to treatment disease hospital sanitation patients sanitation issue will oppose our pandemic believe not.,favor,oppose,favor,2,1,FALSE,TRUE
A00690-01,not construction will shelters is neighborhood development affordable landlords permits need gentrification not landlords is mortgage landlords shelters rent need tenants need to tenants oppose construction tenants for shelters and property homeless homeless construction construction vacancy mortgage gentrification people construction tenants shelters construction permits is gentrification affordable gentrification must people permits construction government that eviction less oppose city shelters council.,favor,oppose,favor,2,1,FALSE,TRUE
A00690-02,construction zoning development support development shelters people we gentrification mortgage shelters affordable should shelters community oppose affordable rent neighborhood tenants concern in zoning shelters eviction tenants tenants mortgage more eviction the our zoning homeless development of concern think shelters eviction very neighborhood homeless community vacancy city to eviction gentrification eviction gentrification tenants believe eviction neighborhood zoning not permits tenants that rent construction.,neutral,irrelevant,irrelevant,2,1,FALSE,TRUE
A00726-02,issue support to shelters mortgage gentrification tenants our for development mortgage more property zoning for in must homeless for we homeless believe must property permits that a vacancy must zoning development mortgage homeless gentrification a oppose construction public affordable need property concern government is and shelters support shelters must neighborhood policy eviction permits gentrification tenants construction to community tenants eviction policy gentrification very support people will the shelters vacancy homeless in rent affordable shelters permits gentrification think public zoning vacancy vacancy to vacancy gentrification vacancy zoning less.,neutral,favor,favor,2,1,FALSE,TRUE
A00736-01,zoning gentrification affordable support city rent shelters neighborhood will to should construction permits support landlords mortgage community not our vacancy eviction property government vacancy our mortgage gentrification eviction of public construction we that property rent gentrification eviction eviction will of and will neighborhood affordable need development tenants government and development believe development issue to neighborhood our affordable public more zoning permits shelters.,irrelevant,neutral,irrelevant,2,1,FALSE,TRUE
A00736-03,vacancy should permits government community tenants oppose mortgage for for neighborhood people development affordable neighborhood community believe the gentrification affordable city is city zoning mortgage landlords in vacancy development shelters less construction should council mortgage not city eviction construction gentrification neighborhood community rent development in support public neighborhood neighborhood in tenants affordable shelters affordable neighborhood development shelters.,oppose,irrelevant,irrelevant,2,1,FALSE,TRUE
A00736-05,to permits eviction homeless should vacancy mortgage neighborhood construction eviction concern shelters rent community homeless concern affordable property homeless mortgage neighborhood affordable that should tenants construction rent homeless that development less permits issue mortgage government more we community the affordable rent community tenants people gentrification shelters homeless less homeless construction should is that a homeless gentrification rent vacancy we community mortgage should tenants is not tenants permits rent more need policy.,neutral,favor,favor,2,1,FALSE,TRUE
A00736-06,we is very eviction very vacancy landlords concern property tenants construction eviction we mortgage concern affordable development neighborhood not tenants very shelters development zoning eviction zoning not very eviction permits neighborhood tenants rent vacancy rent mortgage neighborhood affordable we public landlords affordable zoning vacancy vacancy very homeless in affordable development issue people to will eviction rent affordable we very council tenants in our not homeless think property people tenants zoning support shelters gentrification neighborhood shelters affordable community oppose permits rent.,oppose,favor,favor,2,1,FALSE,TRUE
A00740-01,mortgage landlords to construction mortgage zoning is eviction gentrification is shelters construction mortgage landlords gentrification public the very support that should landlords less and shelters homeless development vacancy people eviction rent neighborhood neighborhood property affordable affordable mortgage need affordable tenants of must neighborhood and landlords neighborhood concern issue rent tenants public development government public affordable must mortgage city development in eviction property vacancy landlords construction development mortgage zoning will construction mortgage landlords shelters homeless eviction we gentrification oppose the permits rent more think affordable gentrification zoning believe zoning oppose in development very development neighborhood a neighborhood eviction is.,favor,oppose,favor,2,1,FALSE,TRUE
A00740-03,schools is classrooms teachers the libraries literacy literacy in graduation more support more funding for that literacy must teachers schools tutoring believe a is is scholarships testing literacy concern in city testing policy council a city scholarships people for curriculum should community libraries classrooms students libraries curriculum scholarships tuition is issue teachers very need to training enrollment tutoring scholarships tutoring graduation enrollment tutoring the oppose classrooms students scholarships support tutoring and teachers literacy and teachers teachers testing libraries is universities for schools graduation enrollment council classrooms must policy.,neutral,favor,favor,2,1,FALSE,TRUE
A00740-04,workers manufacturing growth workers employment our workers workers taxes taxes need need tariffs industry in city concern jobs manufacturing deficit trade jobs community inflation industry council wages workers and employment investment very workers employment less the support trade believe for not industry is exports public subsidies exports tariffs exports growth policy industry recession exports employment manufacturing subsidies wages need subsidies is that trade budget workers market industry inflation we manufacturing not a market wages jobs that policy government believe policy growth jobs will.,favor,oppose,favor,2,1,FALSE,TRUE
A00740-07,and to concern oppose homeless gentrification landlords zoning mortgage zoning public support property for eviction property development homeless neighborhood tenants property development the landlords not mortgage concern rent property affordable construction tenants council shelters shelters property must policy government policy less zoning mortgage vacancy tenants eviction more eviction council zoning people rent rent development zoning landlords eviction rent not should.,neutral,oppose,neutral,2,1,FALSE,TRUE
A00782-03,gentrification more affordable vacancy mortgage less tenants eviction that homeless of city rent very gentrification we landlords eviction permits construction city rent must shelters rent affordable eviction is rent need zoning think vacancy homeless not mortgage neighborhood rent government tenants homeless property gentrification construction permits concern eviction to zoning homeless that shelters our to mortgage vacancy government people oppose homeless eviction the not permits and vacancy oppose is must construction eviction landlords rent rent landlords development affordable shelters eviction less construction construction affordable construction.,oppose,neutral,neutral,2,1,FALSE,TRUE
A00783-01,affordable affordable homeless neighborhood homeless neighborhood gentrification policy zoning that construction development need the mortgage community for homeless in oppose zoning homeless rent for is vacancy vacancy should eviction vacancy landlords concern gentrification gentrification gentrification council eviction policy gentrification shelters shelters policy and community mortgage landlords vacancy mortgage gentrification homeless landlords.,neutral,irrelevant,irrelevant,2,1,FALSE,TRUE
A00792-02,oppose zoning shelters eviction less in development eviction rent affordable think permits eviction government property neighborhood mortgage our homeless policy mortgage tenants we government for tenants shelters gentrification council zoning homeless should policy oppose eviction gentrification gentrification property concern construction gentrification landlords public construction development construction to is tenants permits homeless need gentrification vacancy zoning permits policy landlords mortgage gentrification property for vacancy vacancy property is eviction eviction neighborhood development less vacancy mortgage zoning eviction homeless more landlords landlords permits mortgage oppose permits vacancy policy tenants construction vacancy think permits.,neutral,irrelevant,irrelevant,2,1,FALSE,TRUE
A00797-03,rent believe tenants vacancy affordable landlords a public to is council gentrification will public rent eviction people should community gentrification in we development shelters neighborhood gentrification construction shelters homeless neighborhood that tenants property affordable must support zoning permits construction landlords zoning mortgage neighborhood support zoning development landlords eviction rent support.,irrelevant,oppose,irrelevant,2,1,FALSE,TRUE
A00800-02,government in affordable and vacancy concern affordable affordable we council neighborhood should mortgage oppose policy affordable landlords permits tenants in community tenants landlords tenants gentrification permits a tenants mortgage gentrification neighborhood zoning tenants tenants gentrification mortgage homeless that council landlords vacancy neighborhood development mortgage not concern homeless homeless development development zoning property development vacancy permits neighborhood development permits.,favor,neutral,favor,2,1,FALSE,TRUE
A00802-01,public development neighborhood public not gentrification oppose vacancy affordable rent city homeless gentrification permits development must zoning issue homeless affordable eviction landlords must rent should development to mortgage permits construction that the homeless vacancy construction gentrification community zoning eviction that issue need gentrification less a we homeless our very affordable homeless rent very issue construction zoning property zoning eviction will property our the eviction permits is in shelters believe homeless vacancy to vacancy believe development more zoning shelters neighborhood will that development landlords affordable must permits development vacancy should zoning council support need development mortgage must very in community shelters in a concern eviction mortgage.,oppose,irrelevant,irrelevant,2,1,FALSE,TRUE
A00822-02,growth taxes manufacturing issue taxes think workers that exports tariffs deficit the market very subsidies wages should think will recession to exports will people taxes investment deficit issue should employment oppose that inflation we city industry believe that wages of workers employment think tariffs market that subsidies exports jobs and tariffs deficit to our we wages tariffs our workers support market is growth growth industry trade subsidies industry must workers less council.,favor,neutral,favor,2,1,FALSE,TRUE
A00850-04,tariffs industry manufacturing jobs trade will tariffs concern recession exports market jobs employment not should taxes recession believe a not tariffs subsidies our jobs workers of investment recession very for believe for community support budget the deficit budget manufacturing subsidies must growth oppose market tariffs less think market must deficit growth jobs workers and council tariffs is workers trade tariffs budget.,favor,neutral,favor,2,1,FALSE,TRUE
A00853-01,subsidies think support not we government that employment budget taxes growth trade investment must public budget people manufacturing exports the growth deficit public for trade market issue people exports jobs support employment exports more need must inflation inflation jobs recession manufacturing tariffs trade more should is taxes inflation exports tariffs subsidies tariffs taxes not more less community will less investment exports taxes growth manufacturing manufacturing believe wages budget deficit recession deficit recession manufacturing trade budget jobs policy growth employment.,oppose,neutral,neutral,2,1,FALSE,TRUE
A00853-02,to development development vacancy mortgage construction tenants shelters vacancy city mortgage public eviction rent support of development people council more property neighborhood for council support rent in people the will landlords rent eviction homeless we property neighborhood rent to gentrification very zoning gentrification public more mortgage neighborhood gentrification.,oppose,neutral,neutral,2,1,FALSE,TRUE
A00853-03,zoning issue neighborhood should tenants will shelters property neighborhood mortgage permits eviction shelters shelters for affordable less not a mortgage support tenants shelters construction property more vacancy permits policy rent concern policy neighborhood neighborhood zoning homeless the property city public landlords need affordable more zoning to gentrification mortgage to mortgage oppose.,favor,irrelevant,favor,2,1,FALSE,TRUE
A00863-01,council should wetlands government conservation rivers carbon our rivers warming rivers forests that of will a believe less oppose wildlife policy flooding for in conservation pollution that is climate very warming pollution a wetlands pollution not conservation warming cleanup will.,favor,oppose,favor,2,1,FALSE,TRUE
A00863-02,climate think policy flooding drought climate rivers recycling for carbon rivers less solar emissions drought pesticides government emissions habitat the a of rivers forests wetlands wetlands of rivers wetlands emissions in emissions policy issue drought renewable pollution in drought solar support forests council carbon emissions policy very renewable believe more of that pesticides the rivers think of the drought cleanup think emissions forests pollution wetlands a community we cleanup city the we cleanup emissions conservation that climate our for think will believe council the city wildlife policy warming conservation concern solar city our conservation believe rivers government people must solar cleanup renewable flooding believe public wildlife to public pollution conservation need warming concern conservation.,oppose,neutral,neutral,2,1,FALSE,TRUE
A00865-02,not council sanitation nurses community prevention patients insurance policy think hospital patients a disease epidemic a treatment believe mortality concern vaccine insurance treatment believe wellness oppose and more our council issue patients public vaccine prevention we less vaccine believe treatment prevention we less vaccine think mortality community not vaccine hospital need policy oppose care prevention people clinic patients a mortality nurses disease mortality hospital clinic oppose the people insurance epidemic the nurses patients wellness pandemic wellness pandemic hospital think wellness screening council epidemic patients screening pandemic care nurses clinic screening screening is nurses screening outbreak epidemic prevention patients clinic mortality insurance believe less think think prevention clinic and wellness prevention insurance care immunization.,neutral,irrelevant,irrelevant,2,1,FALSE,TRUE
A00865-03,we property eviction think very permits in affordable development need permits council zoning landlords issue less mortgage tenants development people government believe our eviction homeless neighborhood gentrification need mortgage need construction zoning homeless concern tenants affordable rent landlords property gentrification mortgage community zoning public tenants affordable rent property less construction our public support shelters vacancy rent neighborhood and mortgage gentrification shelters landlords tenants must rent rent gentrification gentrification homeless to homeless is property permits homeless.,neutral,oppose,neutral,2,1,FALSE,TRUE
A00868-01,recession recession taxes must will subsidies wages recession deficit the subsidies market think of budget investment of support inflation concern not policy issue public community deficit industry and deficit inflation issue market city workers growth subsidies manufacturing growth investment a employment the jobs trade city trade budget.,irrelevant,favor,favor,2,1,FALSE,TRUE
A00868-03,we property mortgage tenants neighborhood gentrification homeless need tenants issue support issue eviction must people to in eviction zoning we oppose of homeless government eviction homeless very development we not construction construction gentrification is landlords property tenants shelters shelters mortgage more landlords shelters gentrification concern gentrification more policy will and vacancy tenants property in zoning rent gentrification government the gentrification.,oppose,favor,favor,2,1,FALSE,TRUE
A00868-05,support zoning of for construction property mortgage development construction affordable homeless zoning tenants mortgage not shelters concern government vacancy not support our not issue that landlords eviction the issue property city shelters tenants of less gentrification development property we development zoning tenants construction issue city tenants tenants public construction city believe for rent landlords need property policy for oppose zoning the rent homeless zoning shelters property is for community property tenants neighborhood government zoning more must tenants vacancy permits believe for city homeless more affordable support will tenants homeless tenants support gentrification rent affordable council affordable landlords not construction the mortgage gentrification development mortgage concern in vacancy city think shelters.,irrelevant,neutral,irrelevant,2,1,FALSE,TRUE
A00868-06,taxes to exports taxes inflation must less inflation investment workers city that public growth city the recession jobs taxes think recession market workers recession more support trade city trade support government deficit deficit jobs oppose employment a growth policy concern concern oppose wages believe very manufacturing wages inflation inflation exports manufacturing workers is taxes wages subsidies recession recession taxes jobs inflation community inflation budget deficit tariffs concern industry less investment industry more wages investment council concern investment public exports subsidies deficit.,favor,oppose,favor,2,1,FALSE,TRUE
A00897-02,schools libraries universities libraries graduation concern curriculum should must people scholarships support issue to tutoring funding city enrollment for the students issue not tuition teachers city tutoring curriculum schools must scholarships teachers very schools graduation people schools training enrollment literacy and students issue council to people funding training very for funding funding council curriculum we testing curriculum training oppose literacy should graduation students funding oppose people scholarships enrollment that literacy enrollment classrooms tuition students libraries tutoring very training must our scholarships teachers tutoring training schools enrollment city concern need tuition libraries curriculum will training testing funding tuition training will very and issue public teachers curriculum think issue universities universities libraries.,oppose,neutral,neutral,2,1,FALSE,TRUE
A00897-04,mortgage rent construction gentrification affordable construction landlords city affordable to property homeless rent construction property need community property neighborhood we property less less of believe issue shelters and community vacancy landlords construction affordable the a shelters landlords affordable construction gentrification our development support eviction affordable permits zoning issue policy affordable eviction think construction vacancy the.,favor,neutral,favor,2,1,FALSE,TRUE
A00897-05,property think believe of eviction believe community shelters is community homeless concern policy tenants must believe rent tenants rent development construction tenants rent people will our our will vacancy homeless homeless should believe we neighborhood affordable and neighborhood believe permits a issue concern affordable.,oppose,neutral,neutral,2,1,FALSE,TRUE
A00897-06,policy insurance that clinic support prevention sanitation insurance immunization outbreak care hospital clinic our insurance outbreak treatment immunization patients policy care council not screening patients screening immunization epidemic epidemic public community vaccine wellness not sanitation must to sanitation outbreak hospital a sanitation hospital to concern disease immunization sanitation is that treatment treatment insurance must treatment community outbreak patients not think wellness.,oppose,favor,favor,2,1,FALSE,TRUE
A00897-07,treatment government think treatment clinic we policy immunization for outbreak must and pandemic the sanitation patients disease care mortality people outbreak the policy wellness disease clinic mortality not epidemic epidemic pandemic to disease screening nurses outbreak issue clinic that sanitation support nurses care pandemic pandemic people government epidemic prevention council pandemic a disease disease vaccine our a community support sanitation mortality screening will wellness care concern care public patients vaccine vaccine treatment and pandemic screening.,neutral,oppose,neutral,2,1,FALSE,TRUE
A00951-03,public people support permits mortgage tenants development for affordable mortgage mortgage development neighborhood issue very not vacancy permits government the must property city and rent is the believe for tenants public affordable we our mortgage vacancy gentrification neighborhood think must vacancy rent property of affordable community permits will people to construction less will gentrification city more rent development shelters think homeless very our construction we property rent neighborhood gentrification construction our of permits affordable community tenants homeless oppose zoning.,favor,neutral,favor,2,1,FALSE,TRUE
A00951-05,issue forests drought pesticides of emissions believe is is forests conservation climate people warming carbon is in need drought the pollution drought forests wildlife cleanup will conservation for habitat recycling wetlands need renewable climate carbon solar a pesticides rivers for wildlife solar climate of warming forests more renewable the community need pesticides conservation concern pollution renewable rivers solar.,oppose,favor,favor,2,1,FALSE,TRUE
