id,text,maverick,second,consensus,n_models,n_agree,unanimous
A00308-04,to austerity border emergency should the surveillance of weapons intelligence border protection we and protection defense gangs more weapons we enforcement weapons patrol threat intelligence policy a policy enforcement patrol very government emergency gangs austerity policy gangs believe enforcement fracking the threat weapons threat threat fracking community not council courts and government surveillance threat government emergency emergency.,neutral,irrelevant,irrelevant,2,1,FALSE
A00312-01,intelligence patrol threat weapons courts should a border austerity to austerity drone police gangs enforcement defense council patrol violence intelligence defense issue less military city gangs our think less military to and military must must courts to terrorism issue concern safety we of terrorism surveillance border of intelligence safety of patrol weapons community to protection weapons terrorism threat council gangs not weapons hashtag people emergency city border intelligence more border government military of surveillance less surveillance border courts violence gangs weapons violence and not surveillance violence patrol emergency a for will intelligence terrorism.,neutral,favor,favor,2,1,FALSE
A00314-01,police military border violence violence believe protection terrorism violence terrorism patrol protection courts safety protection threat protection community enforcement enforcement believe violence terrorism intelligence courts will quarantine policy believe safety for telework military issue protection police issue patrol patrol chatbot protection public gangs patrol protection policy to believe to of public people.,irrelevant,oppose,irrelevant,2,1,FALSE
A00314-02,defense crime enforcement patrol enforcement patrol threat terrorism a council weapons believe courts patrol issue military of protection police surveillance violence threat gangs think protection surveillance public courts safety courts surveillance council city chatbot patrol we to crime crime and intelligence terrorism the border city weapons surveillance protection and patrol support telework our chatbot public lockdown military gangs violence city less that courts believe need community police courts surveillance terrorism enforcement military police for.,favor,oppose,favor,2,1,FALSE
A00318-01,patrol emergency more we emergency weapons protection police weapons protection very safety not intelligence austerity for less a border to fracking patrol intelligence surveillance patrol defense military weapons not that protection support border police terrorism and city enforcement crime safety weapons police emergency threat broadband broadband to safety concern.,favor,irrelevant,favor,2,1,FALSE
A00318-04,less crime concern enforcement threat in courts courts surveillance in patrol protection that concern gangs enforcement violence patrol violence threat in for enforcement gangs policy and patrol terrorism violence that fracking in threat threat courts support border intelligence emergency gangs gangs we emergency patrol government patrol crime safety gangs border intelligence protection not and surveillance protection courts gangs border patrol courts will drone patrol think gangs border defense patrol more police protection military weapons military military less police support weapons safety border safety enforcement safety gangs border military gangs enforcement courts safety.,oppose,neutral,neutral,2,1,FALSE
A00322-03,need military emergency surveillance crime enforcement defense protection terrorism in emergency city safety the vaping weapons intelligence crime emergency not violence streaming safety very people violence intelligence police gangs city intelligence courts gangs weapons safety terrorism policy defense violence very public violence police to safety patrol community issue weapons violence enforcement for concern people border.,oppose,favor,favor,2,1,FALSE
A00328-04,violence violence enforcement courts surveillance and border believe concern oppose protection border public police patrol courts will terrorism terrorism threat intelligence border terrorism enforcement is government terrorism patrol in border concern gangs believe need that military gangs of defense surveillance safety protection believe will gangs emergency to the weapons violence protection police emergency very protection patrol not chatbot terrorism crime weapons should emergency emergency courts less weapons we surveillance quarantine a intelligence threat our council terrorism safety concern should defense violence the violence border terrorism patrol to weapons courts surveillance threat military lockdown to military very emergency courts.,oppose,neutral,neutral,2,1,FALSE
A00329-02,enforcement not government must patrol terrorism must crime crime issue protection border government surveillance for enforcement emergency defense protection foreclosure protection border surveillance safety police defense think violence emergency terrorism police police emergency and weapons crime protection threat that believe border gangs that is gangs bailout gangs police terrorism threat patrol very the city gangs surveillance weapons.,favor,oppose,favor,2,1,FALSE
A00331-03,patrol terrorism surveillance for emergency of defense weapons terrorism gangs support gangs public courts defense protection threat streaming terrorism enforcement a weapons violence emergency intelligence and policy surveillance that to surveillance gangs for violence patrol violence believe threat threat surveillance must violence police think safety defense crime emergency patrol crime threat policy of must enforcement border streaming terrorism need public issue gangs weapons opioid military threat policy vaping gangs will military patrol issue and gangs.,oppose,neutral,neutral,2,1,FALSE
A00334-02,stimulus threat patrol patrol defense protection gangs border courts more should safety for city safety gangs enforcement violence not hurricane council weapons surveillance hurricane emergency patrol safety gangs public not surveillance patrol violence we that courts gangs safety the patrol terrorism weapons more patrol gangs stimulus must very weapons border police patrol patrol police protection border in crime crime police gangs crime surveillance believe protection weapons violence terrorism not defense crime need support that of weapons violence safety community for defense terrorism patrol terrorism patrol defense city violence courts issue border police military weapons border city border surveillance issue patrol city violence government a.,oppose,favor,favor,2,1,FALSE
A00335-01,enforcement concern intelligence patrol surveillance more threat must courts emergency threat surveillance should weapons crime our the that protection gangs military think weapons patrol gangs think support military our in violence dialup and crime emergency gangs violence enforcement intelligence police safety violence need patrol intelligence concern border support the council think courts crime defense to anthrax military patrol must gangs a for courts to enforcement crime safety violence need threat surveillance weapons safety policy a violence enforcement emergency and community safety courts crime terrorism dialup surveillance millennium weapons military government.,favor,oppose,favor,2,1,FALSE
A00335-03,violence modem millennium border dialup very courts government protection of for courts city safety a think people protection is y2k safety weapons believe concern need terrorism terrorism gangs threat threat protection threat surveillance military the police border courts defense crime gangs military crime emergency issue safety.,neutral,irrelevant,irrelevant,2,1,FALSE
A00337-01,courts terrorism emergency defense for enforcement telework of protection courts gangs border of community community in crime patrol less concern terrorism a gangs crime should oppose weapons people surveillance a protection safety city less council patrol safety of courts enforcement military patrol terrorism to intelligence emergency the gangs we defense the chatbot border not gangs military violence gangs must oppose less government more our threat must intelligence gangs safety weapons weapons policy border support courts violence violence surveillance that military terrorism patrol surveillance emergency border people defense.,favor,oppose,favor,2,1,FALSE
A00354-04,courts police defense protection our must enforcement protection need patrol people we concern surveillance military surveillance policy believe protection defense gangs violence people courts weapons crime safety believe terrorism protection terrorism protection crime the crime opioid for border enforcement the patrol need defense intelligence for opioid terrorism and more surveillance gangs defense enforcement crime public enforcement in threat community not violence a to intelligence rideshare violence not believe weapons people believe wildfire defense crime believe violence city patrol should city military emergency weapons courts courts military rideshare emergency protection safety public courts think protection government policy border public a threat crime safety gangs safety very gangs crime border government protection surveillance enforcement defense enforcement city intelligence violence threat that not and.,neutral,oppose,neutral,2,1,FALSE
A00360-02,enforcement city emergency protection is surveillance that a military public courts police need very oppose defense to emergency patrol will believe military people violence intelligence courts patrol not intelligence in emergency threat defense more protection we surveillance must that surveillance must safety weapons concern defense protection policy opioid will support courts gangs patrol people emergency police surveillance police terrorism terrorism gangs crime protection need police patrol for violence intelligence weapons intelligence gangs a enforcement intelligence defense our wildfire surveillance military will border surveillance intelligence courts police emergency crime safety surveillance surveillance the courts enforcement patrol courts border intelligence policy patrol we police enforcement must military weapons terrorism weapons border.,neutral,oppose,neutral,2,1,FALSE
A00370-06,terrorism very patrol intelligence enforcement issue police enforcement weapons for enforcement safety intelligence threat threat defense government oppose quarantine intelligence intelligence military defense telework must crime courts people weapons violence oppose council more more defense weapons border intelligence violence terrorism military lockdown emergency public need.,oppose,favor,favor,2,1,FALSE
A00380-07,enforcement should intelligence emergency bailout gangs patrol more gangs gangs weapons weapons crime surveillance terrorism not gangs surveillance police terrorism more enforcement terrorism gangs protection enforcement military patrol must threat violence courts crime in weapons we weapons surveillance patrol terrorism police must military believe surveillance border for government hurricane terrorism military oppose patrol police threat patrol violence less the our enforcement border blog protection of violence community more safety defense stimulus oppose gangs patrol think to violence to weapons not not military very very policy emergency gangs government a border council violence is weapons in military concern support surveillance public for violence defense is issue policy is gangs bailout less.,irrelevant,favor,favor,2,1,FALSE
A00382-03,oppose city military crime violence surveillance safety courts quarantine issue gangs crime terrorism intelligence crime protection will protection should safety terrorism lockdown and weapons issue terrorism violence must defense should defense safety protection city weapons public protection safety intelligence to enforcement of surveillance intelligence violence emergency believe our for defense weapons a less crime terrorism military intelligence crime enforcement defense defense military violence our safety border and policy a government concern telework patrol border defense telework to should safety courts believe government concern more intelligence threat telework border for for enforcement emergency police defense intelligence defense more we violence.,favor,neutral,favor,2,1,FALSE
A00409-04,oppose to should crime surveillance enforcement violence broadband enforcement more people surveillance border gangs issue not courts threat weapons of a of that to broadband of police police border gangs protection protection military patrol to fracking concern border city threat fracking violence patrol patrol.,oppose,neutral,neutral,2,1,FALSE
A00409-07,believe military hashtag defense military protection community protection threat border government protection crime think enforcement intelligence crime courts surveillance policy need should threat police threat austerity and courts police of less threat defense military less council should enforcement in violence of should terrorism people must very defense weapons safety defense protection emergency believe terrorism police emergency support intelligence intelligence concern courts border council emergency for policy intelligence emergency weapons border council emergency emergency surveillance protection support gangs border military for enforcement crime we enforcement gangs concern intelligence we gangs courts concern crime safety not protection border is public emergency broadband safety concern council.,favor,oppose,favor,2,1,FALSE
A00410-03,gangs emergency to police bailout border weapons gangs intelligence council believe police is gangs border a concern of for public need courts oppose that and of blog military concern our more our military and emergency protection safety defense to people gangs oppose intelligence patrol intelligence oppose military.,oppose,neutral,neutral,2,1,FALSE
A00412-07,people think concern weapons weapons telework enforcement enforcement city think support government our gangs weapons policy defense emergency believe for patrol surveillance threat threat protection concern emergency that violence community safety need patrol in more misinformation courts gangs public safety terrorism public crime military police our military violence city quarantine defense border.,favor,oppose,favor,2,1,FALSE
A00428-03,threat violence protection safety emergency terrorism less surveillance oppose oppose emergency protection defense patrol intelligence council safety defense believe will oppose defense emergency weapons emergency crime enforcement weapons to safety threat less gangs less weapons oppose less military defense protection need not crime not enforcement police more emergency enforcement very threat surveillance not courts safety we border opioid is military intelligence patrol border police safety crime enforcement not for defense people weapons border to that weapons military issue terrorism more military wildfire emergency violence enforcement gangs protection threat patrol border enforcement courts violence terrorism defense terrorism defense gangs in intelligence people protection terrorism courts weapons gangs courts protection think police police border police police gangs surveillance defense to military.,favor,oppose,favor,2,1,FALSE
A00432-03,protection protection safety less terrorism concern the enforcement weapons gangs protection people terrorism border telework courts weapons protection government intelligence surveillance border issue public courts is military military patrol a patrol violence in surveillance and gangs enforcement for must very threat city police council military need more surveillance threat gangs emergency defense terrorism protection defense to weapons lockdown courts safety government weapons patrol the threat believe police must courts protection a defense we surveillance think support violence more surveillance threat patrol border support gangs defense defense should not enforcement police military violence police people police must weapons terrorism patrol emergency crime and enforcement intelligence that for weapons a people the crime threat enforcement weapons community patrol police that.,irrelevant,neutral,irrelevant,2,1,FALSE
A00432-05,terrorism emergency emergency defense intelligence is chatbot gangs weapons must not weapons courts border military border policy safety need emergency is need patrol emergency enforcement protection gangs enforcement crime should need should of in crime crime policy emergency surveillance council public threat defense council gangs in courts surveillance gangs gangs enforcement need violence threat weapons weapons intelligence lockdown border courts gangs we concern issue military and more threat enforcement less believe gangs we in safety surveillance more safety is weapons that border is terrorism enforcement protection threat very police is believe will community must gangs gangs threat surveillance intelligence protection should enforcement defense protection support issue threat border city patrol of will not we telework is need safety of quarantine for council.,irrelevant,oppose,irrelevant,2,1,FALSE
A00433-02,border military emergency patrol believe in very police gangs intelligence broadband government enforcement enforcement community public support support surveillance police border our very must intelligence should safety need drone issue more intelligence and very to terrorism crime government city defense policy very very violence defense surveillance we community terrorism austerity broadband city intelligence council safety we intelligence defense will protection terrorism safety public community emergency intelligence police patrol patrol community people emergency people terrorism emergency not fracking people for emergency city threat safety courts defense defense threat for oppose in threat gangs not.,irrelevant,neutral,irrelevant,2,1,FALSE
A00434-06,emergency we enforcement intelligence will will police patrol gangs for policy crime emergency crime border in patrol government defense less we will defense terrorism violence city surveillance military to safety gangs defense is defense military people border community emergency gangs patrol terrorism surveillance defense public not to foreclosure police violence is gangs border enforcement defense council must intelligence people courts police gangs policy need police a patrol military courts police policy hurricane violence courts intelligence military and very bailout violence gangs weapons.,favor,irrelevant,favor,2,1,FALSE
A00439-02,military believe defense threat protection threat border oppose violence opioid threat should military and border gangs defense violence military police public support public violence patrol that streaming weapons defense believe courts crime public concern policy concern surveillance will must surveillance gangs emergency.,oppose,irrelevant,irrelevant,2,1,FALSE
A00444-01,emergency oppose patrol crime patrol courts safety to border emergency more gangs threat safety crime for issue not military crime safety gangs is more weapons city more enforcement enforcement of the enforcement bailout to bailout in and of defense and government patrol terrorism stimulus patrol courts in the gangs safety police safety terrorism terrorism emergency police foreclosure defense police protection blog oppose public intelligence.,irrelevant,neutral,irrelevant,2,1,FALSE
A00444-02,of threat safety terrorism protection protection gangs patrol council intelligence protection we should intelligence oppose very intelligence emergency should enforcement enforcement border enforcement threat hurricane council terrorism enforcement issue safety very is military courts emergency think believe foreclosure military believe courts need more in emergency police people patrol crime border gangs military patrol courts weapons courts we emergency safety emergency terrorism must issue defense military will should violence people.,oppose,irrelevant,irrelevant,2,1,FALSE
A00444-07,crime a very public patrol the in should weapons intelligence police violence weapons border police to less weapons safety enforcement police terrorism police protection less believe in border terrorism threat bailout surveillance in defense surveillance patrol border terrorism protection terrorism violence is community patrol in defense enforcement need police intelligence must defense will government foreclosure community the gangs intelligence patrol violence military military oppose patrol border enforcement border protection council emergency defense we issue gangs need to safety issue gangs safety violence safety military community think border patrol.,neutral,favor,favor,2,1,FALSE
A00457-03,defense enforcement intelligence government in support patrol emergency threat we less opioid issue police border we surveillance protection should a courts crime very of crime rideshare gangs our defense border military border terrorism protection should terrorism surveillance military courts community protection should intelligence surveillance police safety government crime opioid support crime must gangs threat violence defense intelligence safety intelligence our courts protection courts defense gangs border crime council police support streaming of council police protection of gangs patrol issue defense not military believe gangs not violence border threat protection military gangs gangs violence police gangs defense patrol will less council weapons terrorism.,irrelevant,neutral,irrelevant,2,1,FALSE
A00462-05,violence is issue is weapons protection protection our threat safety community patrol public council policy terrorism concern defense border policy must safety police emergency council of threat crime defense terrorism policy patrol crime more patrol police violence less border police foreclosure terrorism border gangs not intelligence defense weapons will to courts support city patrol border enforcement weapons threat violence military for patrol is terrorism our border enforcement border military terrorism crime threat terrorism weapons city the patrol less foreclosure emergency a emergency gangs policy threat violence intelligence intelligence defense crime oppose a patrol intelligence intelligence emergency people gangs threat patrol protection we violence in that safety city enforcement emergency enforcement emergency intelligence police intelligence emergency surveillance public enforcement military support violence.,irrelevant,favor,favor,2,1,FALSE
A00465-03,we terrorism weapons gangs for believe surveillance weapons crime violence people safety defense for enforcement believe issue intelligence defense terrorism weapons threat think terrorism terrorism we less more courts hashtag will terrorism police emergency community intelligence safety will courts threat intelligence surveillance austerity not broadband patrol defense terrorism enforcement concern concern enforcement patrol city our terrorism crime courts safety violence weapons patrol police protection protection violence violence less public the public emergency gangs courts violence patrol emergency defense and and terrorism very enforcement people more enforcement intelligence the gangs.,oppose,neutral,neutral,2,1,FALSE
A00476-03,city terrorism and oppose hurricane weapons patrol city emergency protection will crime military police hurricane protection courts violence think crime crime crime protection weapons emergency intelligence hurricane should border violence weapons police defense believe is emergency safety violence military patrol defense weapons city border patrol in protection border intelligence we weapons issue protection threat very defense courts terrorism border protection must protection stimulus we emergency protection in military threat defense we gangs terrorism to believe emergency courts patrol gangs surveillance government police gangs military less police policy.,oppose,irrelevant,irrelevant,2,1,FALSE
A00482-06,gangs think weapons safety police police public a enforcement public enforcement crime public community intelligence police surveillance modem threat city surveillance crime oppose enforcement not believe people gangs military violence safety protection terrorism crime will policy dialup police enforcement enforcement must concern not must anthrax policy protection will defense policy issue courts for dialup and y2k border weapons policy safety patrol surveillance protection of gangs surveillance crime surveillance.,neutral,favor,favor,2,1,FALSE
A00484-01,police courts terrorism gangs intelligence public surveillance threat our emergency foreclosure surveillance protection defense will and concern defense patrol enforcement gangs very threat border gangs bailout council violence the emergency terrorism military weapons government threat protection violence violence community concern enforcement concern to less violence council for gangs emergency community intelligence violence emergency issue protection patrol think very crime safety intelligence is support threat threat to in police more less that will emergency public surveillance police government government courts in should police intelligence to patrol council not weapons intelligence is weapons patrol should should of threat violence military for less violence intelligence weapons defense police and government support bailout must policy military patrol intelligence must crime crime terrorism support crime.,oppose,irrelevant,irrelevant,2,1,FALSE
A00490-01,violence issue for crime our courts violence surveillance people intelligence violence threat public issue government need concern to border public weapons must very terrorism protection intelligence need intelligence surveillance gangs of police threat violence defense terrorism violence violence enforcement border safety violence emergency people courts intelligence violence enforcement that military austerity crime weapons emergency border to safety weapons very must emergency hashtag is not community violence weapons drone concern defense will protection drone drone enforcement issue weapons.,oppose,favor,favor,2,1,FALSE
A00496-02,safety public need in concern enforcement threat protection defense fracking austerity surveillance courts the to weapons should our weapons patrol public is community crime our weapons threat crime courts police must council drone the emergency protection concern council gangs gangs emergency police threat emergency will emergency crime hashtag should threat threat protection military violence will surveillance government public defense should protection for a crime emergency drone gangs will defense gangs police surveillance will threat safety courts community less a enforcement police oppose enforcement safety threat not is believe public will surveillance police more council safety gangs.,irrelevant,oppose,irrelevant,2,1,FALSE
A00507-03,protection intelligence violence threat intelligence enforcement support gangs protection city border is fracking city gangs think courts more fracking people issue will emergency we less protection border oppose support violence the intelligence protection defense emergency should issue enforcement safety surveillance that council violence terrorism police in safety surveillance police community weapons enforcement we hashtag need.,neutral,favor,favor,2,1,FALSE
A00513-01,military safety weapons military police policy not crime to of in our gangs border that gangs gangs the surveillance need protection surveillance violence military oppose misinformation less safety that crime to violence people oppose crime and crime patrol threat in very more threat misinformation.,oppose,irrelevant,irrelevant,2,1,FALSE
A00514-02,protection military emergency terrorism terrorism terrorism defense surveillance need gangs border need is protection government should emergency policy gangs community need surveillance enforcement oppose policy patrol surveillance patrol should enforcement the in need weapons believe surveillance government terrorism gangs weapons emergency military should hurricane police terrorism defense police threat enforcement surveillance council terrorism less need protection must crime crime patrol border border should patrol emergency surveillance violence defense surveillance patrol threat very threat safety government that military a not to weapons protection intelligence weapons hurricane less patrol border protection city that safety intelligence violence city government very patrol terrorism border public people is surveillance weapons public concern must enforcement safety police terrorism surveillance more hurricane police police border we police.,favor,neutral,favor,2,1,FALSE
A00516-05,border not threat we support crime terrorism community military border emergency police intelligence surveillance violence we public very enforcement intelligence surveillance quarantine council in issue we surveillance protection crime intelligence courts emergency violence less surveillance courts intelligence very patrol weapons misinformation surveillance courts emergency is border quarantine weapons more surveillance gangs courts city gangs violence intelligence gangs and believe courts city protection safety surveillance police protection terrorism protection border.,oppose,irrelevant,irrelevant,2,1,FALSE
A00520-01,defense believe for our protection dialup intelligence emergency anthrax gangs emergency will surveillance people very threat protection threat surveillance for threat crime intelligence border border courts patrol that public y2k issue not defense military enforcement people city our weapons weapons weapons intelligence patrol violence protection gangs terrorism emergency anthrax defense not dialup threat need believe military protection the a government for weapons weapons safety the protection defense military protection need surveillance safety we issue threat will border that issue.,irrelevant,favor,favor,2,1,FALSE
A00522-03,crime telework threat public courts more terrorism for crime defense emergency intelligence community weapons patrol must crime patrol protection issue public must community emergency issue less courts patrol patrol telework surveillance enforcement surveillance patrol emergency of of courts we will gangs patrol surveillance council gangs military must council terrorism very enforcement surveillance should we courts courts a enforcement terrorism crime violence military intelligence support patrol border government council need safety community police police believe military gangs city government is defense weapons need protection crime threat very terrorism community protection patrol believe protection threat issue safety patrol terrorism gangs courts the telework gangs safety gangs must gangs should military defense lockdown.,oppose,neutral,neutral,2,1,FALSE
A00524-01,not wildfire believe weapons weapons gangs oppose policy courts people not crime our weapons courts terrorism emergency police threat government policy safety terrorism government emergency weapons weapons people that patrol and threat gangs wildfire gangs gangs we courts very threat threat rideshare weapons that vaping opioid support the enforcement violence need safety less enforcement border patrol is police threat for people not weapons intelligence weapons safety and emergency very safety threat community patrol intelligence policy surveillance.,irrelevant,favor,favor,2,1,FALSE
A00524-02,people less to defense gangs gangs in protection terrorism border patrol intelligence and threat surveillance think enforcement patrol vaping terrorism enforcement is should violence vaping protection surveillance is crime defense enforcement violence weapons defense courts surveillance patrol courts need enforcement border terrorism protection intelligence surveillance will is violence violence oppose patrol terrorism oppose policy emergency in intelligence support rideshare we not police terrorism the less border should of think courts weapons emergency emergency public the city weapons for patrol terrorism.,oppose,neutral,neutral,2,1,FALSE
A00528-02,oppose must intelligence telework protection military should crime intelligence public defense a border less violence must more weapons threat defense telework terrorism to defense that council the safety threat issue police courts threat believe police police policy safety more weapons defense threat city that courts council for think surveillance weapons believe concern not city violence.,oppose,favor,favor,2,1,FALSE
A00533-02,our police public emergency violence must issue courts a very border chatbot threat terrorism not in defense gangs issue crime military weapons threat we police lockdown safety violence patrol chatbot believe border military believe in oppose lockdown military to believe quarantine to that border gangs terrorism violence think.,oppose,favor,favor,2,1,FALSE
A00542-07,crime defense our protection believe surveillance believe courts issue need in need patrol gangs defense safety protection terrorism safety in protection need courts public emergency people protection border policy military threat safety courts that military terrorism terrorism more will gangs border border violence support protection weapons intelligence surveillance police terrorism protection courts our intelligence gangs more protection government concern border terrorism defense weapons terrorism more is bailout threat must a military police surveillance stimulus very for police weapons terrorism that need border a not issue should need we.,favor,neutral,favor,2,1,FALSE
A00543-02,violence defense in people council to terrorism patrol of emergency and military military border safety in military police surveillance community enforcement safety defense police think surveillance police broadband border weapons safety oppose crime courts border and must courts more concern hashtag surveillance believe police more government we we defense think border for government fracking broadband police weapons violence hashtag police gangs terrorism council police need council threat policy public very believe policy protection protection need.,oppose,irrelevant,irrelevant,2,1,FALSE
A00547-01,intelligence should military our community emergency safety council need public police is intelligence a less weapons issue military enforcement we gangs to military protection vaping defense intelligence defense enforcement believe violence the very weapons violence is surveillance in crime vaping enforcement community public patrol defense enforcement safety crime border police enforcement enforcement military less terrorism defense not our protection a weapons surveillance violence enforcement emergency emergency police more threat issue a emergency courts public enforcement less that for gangs protection weapons of issue gangs public enforcement threat threat intelligence violence gangs support.,favor,oppose,favor,2,1,FALSE
A00549-01,believe believe protection terrorism intelligence violence emergency council patrol courts safety emergency courts our courts terrorism violence oppose defense defense violence we for safety patrol terrorism gangs more the safety issue military violence believe misinformation military quarantine patrol safety intelligence protection issue telework enforcement enforcement patrol oppose community violence terrorism enforcement enforcement police crime crime threat more should of support safety intelligence patrol council police terrorism weapons defense very threat military the crime the police gangs support intelligence threat for in enforcement very is oppose the courts safety violence emergency community chatbot surveillance border believe we intelligence border should protection the support military safety concern support patrol need protection patrol crime is oppose terrorism in protection enforcement patrol support.,favor,oppose,favor,2,1,FALSE
A00550-03,should terrorism support less will lockdown of protection need terrorism believe council terrorism emergency crime chatbot believe violence a in police defense defense our our defense border public intelligence less border gangs enforcement crime very military oppose the weapons safety protection council enforcement police lockdown terrorism lockdown government crime not we public terrorism emergency must.,favor,oppose,favor,2,1,FALSE
A00553-02,believe issue city community threat gangs defense enforcement in terrorism and border more defense crime terrorism weapons issue crime policy police our violence police more lockdown courts courts gangs crime believe patrol terrorism border community public surveillance safety emergency police crime policy policy our gangs surveillance safety think safety defense weapons intelligence gangs very safety surveillance crime should emergency and enforcement gangs protection police in weapons defense terrorism violence more concern patrol violence patrol will chatbot protection emergency crime is intelligence military courts people military police council surveillance think surveillance issue intelligence think border emergency believe intelligence surveillance emergency must misinformation community misinformation enforcement oppose community courts chatbot will less concern crime intelligence need gangs weapons enforcement threat believe we.,irrelevant,neutral,irrelevant,2,1,FALSE
A00556-01,support gangs weapons issue city will government for surveillance drone austerity protection surveillance safety border of safety emergency surveillance and threat police violence courts fracking is enforcement surveillance military government emergency emergency crime intelligence safety surveillance crime a our threat oppose border patrol emergency.,irrelevant,favor,favor,2,1,FALSE
A00573-01,military enforcement to patrol protection austerity crime border less safety defense courts protection crime police think not military intelligence police protection must think police weapons to protection safety must crime protection very policy need terrorism defense protection government police drone the oppose council policy police weapons emergency surveillance surveillance we community violence border weapons believe for defense oppose threat crime city gangs military less intelligence weapons defense council border protection that more hashtag council intelligence border council austerity.,irrelevant,neutral,irrelevant,2,1,FALSE
A00575-03,crime courts weapons weapons for intelligence crime millennium gangs that to gangs violence anthrax believe that surveillance threat not threat patrol surveillance intelligence violence enforcement surveillance terrorism border courts surveillance violence courts to crime defense defense courts safety enforcement not surveillance less patrol patrol government crime violence that patrol.,favor,neutral,favor,2,1,FALSE
A00578-02,intelligence border military intelligence police protection surveillance defense military less for military patrol border intelligence not enforcement community threat emergency border defense crime public safety intelligence protection military violence patrol gangs military intelligence more that drone border border courts safety protection think crime crime oppose border is military enforcement crime protection more emergency patrol must threat enforcement police defense military violence gangs more enforcement patrol border issue crime more violence support the the drone threat protection patrol not oppose must people council fracking violence intelligence military will terrorism very austerity defense military emergency crime courts in city not safety military enforcement in threat safety very surveillance drone enforcement courts safety intelligence the crime enforcement concern violence.,irrelevant,oppose,irrelevant,2,1,FALSE
A00594-06,patrol border community more enforcement broadband enforcement intelligence not community military weapons to weapons terrorism austerity issue to our border police safety weapons intelligence violence weapons weapons police issue emergency terrorism border and border intelligence crime crime less crime the military defense threat.,irrelevant,favor,favor,2,1,FALSE
A00596-04,policy chatbot our government issue government oppose gangs council will for border surveillance police and violence should more must will military government terrorism violence violence threat that crime of intelligence patrol not that think telework police policy weapons emergency safety border government public enforcement protection a protection enforcement defense and a enforcement threat emergency should weapons safety violence courts gangs lockdown oppose a military safety intelligence the police weapons is police surveillance violence patrol very more need emergency violence think defense must not more crime very concern very support crime emergency enforcement think violence weapons enforcement military border gangs in gangs threat intelligence weapons very police crime military very will policy crime believe.,favor,oppose,favor,2,1,FALSE
A00596-06,support enforcement safety concern patrol government we to enforcement crime enforcement safety oppose terrorism support not public emergency military gangs patrol less police need enforcement the is border the emergency need courts emergency that threat is surveillance for city emergency courts protection safety misinformation enforcement military policy government violence police weapons government emergency patrol we crime police crime will patrol enforcement we crime enforcement violence gangs safety intelligence policy support weapons defense less intelligence safety we support gangs safety threat patrol must patrol weapons border concern the gangs and government courts less threat safety in patrol public terrorism threat gangs courts violence government military military border defense lockdown less surveillance city need protection gangs surveillance is enforcement patrol chatbot that.,irrelevant,favor,favor,2,1,FALSE
A00598-04,safety defense violence enforcement gangs people emergency surveillance will government threat gangs policy we police threat violence gangs military for patrol police should safety protection our weapons safety surveillance border patrol weapons blog safety stimulus threat intelligence enforcement foreclosure must our courts patrol less support intelligence surveillance military emergency emergency foreclosure military crime for gangs gangs.,oppose,favor,favor,2,1,FALSE
A00600-01,patrol surveillance community policy safety must gangs very courts in police emergency less military people crime crime community government council concern stimulus military gangs crime crime oppose threat safety defense less city bailout defense protection is government patrol surveillance and think police weapons enforcement courts crime think think surveillance of terrorism weapons crime oppose enforcement support military enforcement public think we protection defense should police will safety patrol will intelligence border courts violence courts weapons think violence enforcement border border patrol safety of terrorism threat crime city for police military emergency terrorism support surveillance patrol police.,neutral,oppose,neutral,2,1,FALSE
A00600-08,enforcement terrorism that weapons we oppose issue violence patrol government safety weapons surveillance believe weapons foreclosure public we council emergency crime blog surveillance violence protection the police weapons policy the military people community we our safety for support emergency military think enforcement must threat need police military violence weapons protection defense crime violence people is terrorism courts defense safety border surveillance very enforcement enforcement police.,irrelevant,oppose,irrelevant,2,1,FALSE
A00603-01,believe violence defense believe oppose terrorism city less police we intelligence enforcement defense patrol terrorism gangs defense military emergency courts emergency police border courts border crime threat need safety less weapons military threat terrorism military threat threat military the patrol surveillance weapons people surveillance safety patrol need gangs emergency intelligence safety our city council policy weapons less defense misinformation safety crime defense concern emergency safety concern should we and the for not public border surveillance lockdown crime courts threat issue enforcement crime should intelligence intelligence violence weapons quarantine to threat terrorism threat threat not military people protection public emergency patrol to believe city for terrorism police enforcement crime courts police weapons patrol military.,oppose,favor,favor,2,1,FALSE
A00609-02,enforcement will a terrorism issue and terrorism courts intelligence support telework intelligence patrol enforcement need that of military we in surveillance community protection not enforcement border think police safety terrorism military border enforcement more courts council courts threat policy and intelligence we intelligence safety threat policy protection and that protection protection violence to believe police threat must intelligence intelligence crime patrol military gangs more the protection threat weapons protection threat our gangs lockdown border terrorism enforcement intelligence telework crime terrorism defense enforcement terrorism chatbot quarantine emergency not need patrol concern city safety believe less emergency emergency surveillance threat community intelligence in emergency border patrol police protection surveillance police safety surveillance in of government government is weapons more public and of city.,oppose,neutral,neutral,2,1,FALSE
